name,type,rating,count,address,comment
Chợ Xóm Chiếu,· Chợ,"4,3",-578,Đinh Lễ," bán đầy đủ các món ăn tươi sạch, lâu đời."
Chợ Phú Nhuận,· Chợ,"4,1","(2,2 N)",123 Đ. Phan Đình Phùng," nhỏ nhưng có bán đủ thứ đồ ăn ngon.giá rẽ,không nói thách."
Thực phẩm sạch Bin Bin,· Chợ thực phẩm tươi sống,"5,0",-10,131 Nguyễn Cư Trinh,
Chợ Hoàng Hoa Thám,· Chợ,"4,1","(4,5 N)",19 Hoàng Hoa Thám," đồ Si đa dạng, nơi thích hợp cho các bạn săn lùng hàng tốt giá rẻ."
Chợ Thiếc,· Chợ,"4,2","(2,6 N)",129 Phó Cơ Điều,Bên trong là các sạp  quầy bán đủ loại mặt hàng đa phần của người Hoa.
Chợ 200,· Chợ,"4,3","(2,5 N)","Nhà thờ Thánh Giuse, Xóm Chiếu"," bình dân cho người lao động nghèo , giá cả rẻ thức ăn tươi ngon"
Relx Vietnam - Phân phối chính hãng Chợ Bàu Sen,· Chợ,"4,5","(1,8 N)",183/11A Bến Vân Đồn,"Giá cả khá phù hợp,  hơi nhỏ nhưng đa dạng hàng hoá"
Sài Gòn Square,· Trung tâm mua sắm,"4,0","(8,6 N)",77-89 Nam Kỳ Khởi Nghĩa, nhiều đồ đẹp
Vincom Center Đồng Khởi,· Trung tâm mua sắm,"4,4",(12 N),72 Lê Thánh Tôn,"Nhiều shop bán quần áo như H&M, zara, có rạp CgV, lẩu Haidilao."
Saigon Centre,· Trung tâm mua sắm,"4,5",(18 N),65 Lê Lợi,"Trung tâm thương mại với đầy đủ cửa hàng, món ăn ngon."
Phố Đồ Cổ Lê Công Kiều,· Chợ,"3,8",-14,27-3 Lê Công Kiều,
Calisa Foods,· Chợ hải sản,"4,4",-54,538 Võ Văn Kiệt,Bán hàng tươi nhất & rẻ nhất thị trường.
Ben Thanh Mart,· Chợ,"4,1",-17,171 Lê Thánh Tôn,Bến Thành Market
Chợ Kim Biên,· Chợ,"4,6",-182,41 Đ. Kim Biên,kim biên là  hóa chất nỗi tiếng ở cholon.
Street Market,· Chợ,"4,3",-21,124 Tôn Thất Đạm,
Chợ Phùng Hưng,· Chợ,"4,2",-578,214 Đ. Phùng Hưng,"Trong  có khu hàng bán đồ ăn, buổi sáng có nhiều món ăn ngon."
Chợ Tân Bình,· Chợ,"4,2","(8,4 N)",172 Đ. Lý Thường Kiệt," to, dễ dàng nhận ra trên đường Lý Thường Kiệt và Lạc Long Quân."
Chợ đêm Hồ Thị Kỷ,· Chợ đêm,"4,4",-107,1/3d bis Tổ 61 Khu phố 4,"Có món mopping Thái đầu  bán 18k, cuối chơi bán 10k thấy hơi cấn."
Chợ Cao Đạt,· Chợ,"4,1",-111,Hẻm 197 Đ. Cao Đạt," trong con hẻm nhỏ, bán cũng nhiều đồ, giá ổn"
Cửa Hàng Trái cây nhập khẩu Fi'fruits,· Chợ,"4,8",-29,75 Ký Con,"Đồ uống rất chi là chất lượng, cả sinh tố và nước ép đều siêu ngon."
Chợ Tân Trụ,· Chợ,,,162/25A Bùi Thị Xuân,
Chợ Nhị Thiên Đường,· Chợ truyền thống,"4,2","(1,2 N)",Đường Hoàng Minh Đạo," nhiều chỗ vào sạch sẽ, rộng rãi, bán ngoài đường, hơi mất trật tự."
Thương xá Đồng Khánh,· Chợ,"4,2","(1,7 N)",Trần Hưng Đạo/473 B,"Nơi đây trung tâm thương mại vãi các loại, đầu mối giá sỷ của TP.HCM"
Street Market,· Chợ,"4,3",-21,124 Tôn Thất Đạm,
hội chợ Hello Weekend,· Chợ,"4,3",-4,55B Nguyễn Thị Minh Khai,Bánh mì rất rất ngon
Phố Ẩm Thực Nguyễn Thượng Hiền,· Chợ đêm,"3,8",-10,424/96A Đường Nguyễn Thượng Hiền,"Nhiều món ngon, giá phải chăng."
Đức Thành,· Chợ hoa,,,126 Bùi Thị Xuân,
Tạp hóa THÚY TRÂN sạp 17-19B Tôn thất đạm,· Chợ,"4,0",-21,17-19B 67 Tôn Thất Đạm,Bạn có thể ghé đây mua ít đồ ăn trước khi vào phố đi bộ Nguyễn Huệ.
Công viên 23 tháng 9,· Điểm thu hút khách du lịch,"4,4","(9,5 N)",Thành phố Hồ Chí Minh,Có từ lâu đẹp nhất là  Hoa xuân
Chợ Bình Trưng,· Chợ,"3,9",-405,Nguyễn Duy Trinh," cũng đầy đủ, hàng bán lề đường gây khó khăn lưu thông"
Chợ Thủ Đức,· Chợ,"4,3","(6,3 N)",6 Đ. Võ Văn Ngân," là biểu tượng vang bóng 1 thời, ký ức ko quên của nhiều du khách."
Chợ đêm Tôn Thất Đạm,· Chợ đêm,"3,7",-10,136B Tôn Thất Đạm, cổ truyền giữ lòng phường trung tâm của Thành phố HCM
Hoa Tươi Diễm Chi,· Cửa hàng hoa,"4,3",-102,91-93 Hồ Thị Kỷ,"Hoa đẹp,nhập hoa Đà Lạt,rất nhiều loại hoa để lựa chọn."
Tôn Thất Đạm Market street,· Chợ,"1,0",-1,68 Tôn Thất Đạm,
Chợ Phường 10 Quận 10,· Chợ,"4,2",-252,"QM9F+PF7, Lý Thái Tổ",Đường  rộng dễ đi xe máy vào mùa hàng.
Tiệm Hoa Tươi Linh Đan - Giao Hoa Tận Nơi Quận 1,· Chợ hoa,"5,0",-1,22 Lê Thánh Tôn,
American Market,· Chợ,"3,0",-8,104 Yersin,
Chợ đêm Tôn Thất Đạm,· Chợ đêm,"3,7",-10,136B Tôn Thất Đạm, cổ truyền giữ lòng phường trung tâm của Thành phố HCM
Bánh khọt Chợ,· Chợ,"4,1",-163,197 Đ. Cao Đạt,
Chợ Trần Chánh Chiếu,· Chợ,"4,2",-214,1 Đ. Phú Giáo,"Siêu rẻ, ăn uống no nê thoải mái chỉ hết 20k"
Chợ Bình Khánh,· Chợ,"4,0",-955,Thành phố Hồ Chí Minh," bán nhiều rau củ quả tươi ngon, tuy nhiên khá ít trái cây."
"Sạp 5,6 Chuyên Dây curoa , băng tải các loại",· Chợ,"5,0",-1,338 Nguyễn Công Trứ,"thân thiện, giao tiếp tốt, giá cả phải chăng"
Chợ Hà Tôn Quyền,· Chợ trời,"4,1",-393,"QM42+JQ2, Hà Tôn Quyền",Buôn bán mặt hàng đa dạng đủ các loại thực phẩm thịt rau củ tươi
Chợ Lò Than,· Chợ truyền thống,"3,9",-295,1618 Phạm Thế Hiển,"Sáng đi , chiều tối quán nhậu trước cửa ."
Chợ Ốc Hải Nam,· Nhà hàng hải sản,"4,3",-144,47 Đ. Nguyễn Văn Giai,Nhân viên dễ thương nhiệt tình.
Chợ Cây Xoài,· Chợ,"4,1",-798,Lê Văn Thịnh," đông bán nhiều mặt hàng, thịt cá, tạp hoá rau củ quả đủ cả."
Chợ Phường 2,· Chợ,"4,1",-403,"QM7F+5C5, Hoà Hảo"," buôn bán đầy đủ các mặt hàng, có bãi giữ xe riêng"
Moun.sgn Floral,· Chợ hoa,"5,0",-10,87C Đặng Dung,Hoa siêu xinh và có gu.
Chợ Xã Tây,· Chợ,"4,1",-372,36 Đ. Phù Đổng Thiên Vương," ko đông nhưng nhỏ và hẹp, chỉ  thích hợp đi bộ mua hàng."
Niềm Vui Hoa Lá - Hoa Thả Bình,· Chợ hoa,"5,0",-4,3/1 Hoàng Sa,"Hoa của Tiệm xinh yêu, chất lượng lắm nha"
Chợ Phú Thọ,· Chợ,"4,1",-475,124 Lãnh Binh Thăng,"Đồ tươi, chất lượng, nhưng  ko được sạch."
Chợ Chí Hòa,· Chợ,"4,1",-465,24 Đ. Tô Hiến Thành, Chí Hoà còn gọi là  Hoà Hưng.
Flower market,· Chợ hoa,"4,8",-18,113e Tổ 47 Khu phố 3,"Vào các ngày lễ Tết,  lại càng sầm uất, đông đúc."
Chợ Xã Tây,· Chợ,"4,1",-372,36 Đ. Phù Đổng Thiên Vương," ko đông nhưng nhỏ và hẹp, chỉ  thích hợp đi bộ mua hàng."
The New Playground,· Cửa hàng quần áo,"4,3","(1,6 N)",26 Lý Tự Trọng," mới thay đia điểm mới sạch sẻ đệp đẽ ,bình thành quê tôi cố lên🤫🤫🤫🤫"
Hai san Ganh Ca,· Chợ hải sản,"4,4",-25,116 Đ. Nguyễn Phi Khanh,
Nấm Linh Chi - Trường ĐH Nông Lâm Tp.HCM,· Chợ nông sản,"5,0",-2,261 Trần Hưng Đạo,
Vua trà,· Chỗ mua bán trà,"5,0",-4,100 Tôn Thất Tùng,Lần đầu tiên tôi mua trà olong đài loan của shop rất ngon và chất lượng
Chợ Nguyễn Thông,· Chợ,"4,1",-69,153/8 Nguyễn Thông,"Bún bò Huế và bò kho, 40k/to, ăn cũng khá ngon."
CỬA HÀNG TÝ NÊ,· Chợ,"4,3",-3,338 Nguyễn Công Trứ,Cửa hàng rất nhiều đồ gia dụng kim cơ khí bách hoá tổng hợp .
Weekday Morning Market,· Chợ,"3,0",-1,2-26 Huỳnh Thúc Kháng,
Chợ Hoa tươi Đầm Sen,· Chợ hoa,"4,3","(1,2 N)",Nguyễn Văn Phú, đầu mối hoa tươi cung cấp cho toàn bộ các  mua về bán lẻ
Ban Quản Lý Chợ Tân Định,· Chợ,,,48-50 Mã Lộ,
Chợ Phú Định,· Chợ,"4,1",-245,710/4D Đ. Hậu Giang," nhỏ, chen chúc khi đi xe"
Thông cống nghẹt - hutbephotvietphat,· Văn phòng công ty,"4,2","(6,1 N)",212B/46B Nguyễn Trãi," khá lâu đời, bán hầu hết các mặt hàng tạp hoá, thịt cá, rau củ."
Chợ bà chiểu,· Chợ,"4,5",-185,"Chợ Bà Chiểu, 39 Diên Hồng",Một trong những khu  lâu đời & nổi tiếng ở SG.
Ben Thanh Market,· Chợ,,,"Chợ Bến Thành, Lê Lai",
Dao Ngoc Khang,· Chợ thực phẩm tươi sống,,,63B Đ. Calmette,
Wsup Official,· Chợ quần áo,,,329/24 Trần Hưng Đạo,
Bò Bía Chợ Tân Định,· Chợ,"4,4",-7,129 Nguyễn Hữu Cầu,Giá cả hợp lý với chất lượng..!
Tân Bình,· Chợ trời,,,145/8 Đ. Nguyễn Thiện Thuật,
Ban Quản Lý Chợ Tân Định,· Chợ,,,48-50 Mã Lộ,
Dihand.Thrift,· Chợ quần áo,,,Tôn Thất Tùng,
Chợ Hãng Phân,· Chợ,"4,5",-2,"QP62+P8X, Nguyễn Hữu Hào",Buổi sáng nắng chiếu hầu hết 1/2 sân nên thích hợp hơn chụp buổi chiều
Trà Sam Hồng,· Cửa hàng,"5,0",-35,189C Đ. Cống Quỳnh,
Chợ Bùi Phát,· Chợ,"4,2",-166,453/156 Đ. Lê Văn Sỹ," nhỏ nhưng đầy đủ mặt hàng, đáp ứng đủ nhu cầu cho dân cư xung quanh."
cơm văn phòng quận 1,· Nhà cung cấp thực phẩm,"3,2",-11,4 Nguyễn Văn Tráng,
CHỢ THIẾT BỊ DÂN SINH,· Thiết bị khai thác mỏ,"5,0",-2,342 Nguyễn Công Trứ,
Hoa tươi Lê Cho,· Chợ hoa,"5,0",-4,40 Hồ Thị Kỷ,Hoa đẹp và rẻ
Tạp Hoá Số 16,· Chợ,,,16 Nguyễn Thái Học,
Silverland Ben Thanh,· Khách sạn,"4,4","(1,5 N)","14-16 Le Lai Street, Ben Thanh, ward","Location: Vị trí quá tốt, gần  bến thành, nhiều hàng quán."
Chợ Phường 10,· Chợ,"4,2",-21,384 Lý Thái Tổ,"Đồ ăn ở  này ngon, mà thấy giá hợp lý buổi trưa đông"
Chợ phụ tùng xe máy Tân Thành,· Chợ,"4,2","(2,7 N)",139 Tân Thành, hay có các anh lối kéo khách hàng vào khi chỉ cần đi ngang.
CHỢ PHIÊN OCOP,· Chợ,,,99 Pasteur,
Lê Duy,· Chợ,,,TK36/7 Nguyễn Cảnh Chân,
Chợ Đo Đạc,· Chợ trời,"4,0",-585,Đ. Số 7," nhỏ nhưng hàng hoá đầy đủ, chất lượng, hàng bắc nhiều"
Discount Shopping,· Chợ,,,156 Lê Thánh Tôn,
Chợ Phan Văn Trị,· Chợ,"4,2",-119,233a Đ. Phan Văn Trị, cũng bt đồ không phong phú lắm khúc này cũng thường kẹt xe
Cho vinh trường,· Chợ,,,37 Tôn Đức Thắng,
Devant,· Chợ quần áo,,,QPH2+M26,
My Joy,· Chợ nổi,,,65 Nguyễn Du,
Vincom Center Lê Thánh Tôn An Phước,· Trung tâm mua sắm,"3,6",-45,39 Lê Thánh Tôn,đa dạng hàng hoá
MIA.vn Cống Quỳnh - Siêu thị vali kéo,· Cửa hàng bán va li,"4,9","(1,2 N)",185H Đ. Cống Quỳnh,"Shop đa dạng mẫu, nhân viên nhiệt tình, dễ thương !"
De La Mer,· Chợ hải sản,"5,0",-1,"Chung cư Tôn Thất Thuyết, 11M1",
CÔNG TY TNHH SG-SEVEN,· Chợ,,,15A/44 Lê Thánh Tôn,
Chợ Tân Kiểng 2,· Chợ,"4,0",-178,239 Đ. Lê Văn Lương, bán đầy đủ các mặc hàng thiết yếu trong cuộc sống giá cả phải chăng
Hoa Tươi Thái Trang Hồ Thị Kỷ - địa chỉ mua hoa tươi đẹp giá rẻ uy tín tại Quận 10 Hồ Chí minh,· Điện hoa,"5,0",-11,"Chung Cư, 007 Lô B, Lê Hồng Phong",Cửa hàng có nhiều loại hoa.nội.ngoại nhập.phục vụ tận tình
"DalatSay - Mứt trái cây, trái cây sấy Đà Lạt",· Cửa hàng trái cây khô,"5,0",-2,18 Nguyễn Trãi,
Chợ Bàu Cát,· Chợ,"4,4",-42,85 Đ. Nguyễn Hồng Đào, không lớn nhưng được ba mặt tiền rộng rãi thoáng mát.
Fish Market,· Chợ hải sản,,,QM5R+36,
Thảo Nguyên hoa,· Chợ hoa,,,8 Nguyễn Văn Thủ,
Vixton,· Chợ quần áo,,,239 Lê Thánh Tôn,
Zodiac Bar,· Quán bar,"4,7",-693,8E Đ. Lương Hữu Khánh,"Quán không gian đẹp, chill, cocktails hợp với vibe 12 con giáp."
Chill Skybar & Dining,·  · Quán bar cocktail,"4,3","(5,2 N)","AB Tower, 76A Lê Lai","Cocktail ngon, view đẹp, nhạc hay, nhân viên dễ thương, nhiệt tình"
The Iron Bank - Cocktail Vault,·  · Quán bar cocktail,"4,7",-603,47 Tôn Thất Đạm,"Hidden bar phong cách medieval cực ấn tượng, như bước vào hầm rượu."
Pasteur Street Craft Beer Original - Premium Local Craft Beer in HCMC,·  · Quán bia,"4,8","(4,5 N)",144/3 Pasteur,"Good beer, delicious food!!!"
"FunnyBone Bar & Coffee,Hotel | Local Bar Quận 1",· Nhà hàng,"5,0",-159,135/44 Trần Hưng Đạo,Bartender thì dễ thuoeng đẹp trai vui tính nữa
Social Club Rooftop,·  · Quán bar,"4,5",(2 N),76 78 Nguyễn Thị Minh Khai,"View đẹp, cocktails ngon, nhân viên dễ thương, nhạc hay."
Mulligans Saigon - Restaurant & Pub,·  · Nhà hàng,"4,7",-269,91 Nguyễn Thái Bình,"Âm nhạc ok, ko gian tốt."
Zion Sky Lounge and Dining,· Nhà hàng,"4,3","(1,2 N)",87A Hàm Nghi,"Bar đẹp, nhạc hay sôi động, tuy nhiên nhân viên thu xếp bàn chậm"
TNR Saigon,·  · Quán bar,"4,5",-574,57 Đỗ Quang Đẩu,"""Bar vibe tây nhưng price Việt
Thứ 7, Chủ Nhật có DJ bao dzui"""
11:11 Club,· Câu lạc bộ,"4,2",-165,134 Nguyễn Thái Học,"Quán tuyệt vời, nhạc hay có anh booking Gin dễ thương 🤍"
Apocalypse Now Sai Gon,· Quán bar cocktail,"4,4",-234,2f Thi Sách,Điểm vui chơi giải trí thú vị … lady night còn đc free cả cocktail nữa ...
Carmen Bar,· Quán bar,"4,3",(1 N),8 Lý Tự Trọng,"Cocktail ổn áp, ban nhạc cháy hết mình (9-12 giờ)."
ORIGINAL - Cocktail Bar,· Quán bar cocktail,"4,6",-79,269/4 Nguyễn Trãi,Cocktail đa dạng có thêm nhiều món ngoài menu.
Joint Pub Saigon,· Quán rượu,"4,9",-79,152 Cống Quỳnh,Vị trí của quán cũng rất thuận tiện và dễ tìm.
Telephone bar,· Quán bar cocktail,"4,5",-323,41 Nguyễn Văn Tráng,"Cocktail trang trí đẹp mắt, cuốn hút"
Dot Bar Drinkery & Kitchen,· Quán bar cocktail,"4,9",-707,75 Hai Bà Trưng,"Cocktail ngon, bartenders siêu dễ thương, không gian đẹp."
Phatty's Bar and Grill,·  · Bar thể thao,"4,3","(1,7 N)",46-48 Đ. Tôn Thất Thiệp,Chill and watching sport.
Banana Mama Rooftop Bar & Kitchen Saigon,· Quán bar,"4,8","(1,9 N)","ABC, 102, Đ. Cống Quỳnh",Rooftop bar nằm trên toà nhà ABC.
Elixir Lounge Bar,· Quán bar,"4,9","(1,4 N)","28B/1, Ngô Văn Năm","Quán nhạc hay , cocktail pha ngon dễ uống ."
777 Cocktails Bar,· Quán bar cocktail,"4,7",-231,5/5i Lê Thị Riêng,"Bartender đẹp trai, rất đáng để thử."
STATION SPORT BAR,· Bar thể thao,"4,3",-482,135 Bùi Viện,Bartender đẹp trai !
Drinking & Healing,· Quán bar cocktail,"4,3",-531,25 Hồ Tùng Mậu,"Một quán hidden bar ở , nằm ẩn mình sau những quán nhậu đông đúc."
Twilight Sky Bar Saigon,· Quán bar,"4,8",-485,180 Lý Tự Trọng,Mọi người nên đến Bar để trải nghiệm và thưởng thức
LAI BEER GARDEN 816,·  · Quán bar,"4,2","(1,9 N)",816 Sư Vạn Hạnh,DJ và vũ công tuyệt vời.
To - Hidden Cocktails Bar ト - 隠れ家バー,· Quán bar,"4,8",-141,"02nd floor of GS25, 02 Le Thanh Ton, ward",Tìm hidden bar mà đúng gu mình ở Saigon ko dễ.
Qui Cuisine Mixology,·  · Quầy giải khát,"4,3","(1,3 N)",22 Lê Thánh Tôn,Cocktail is expensive  but make sense  as the place is luxury.
Sahara Bar & Lounge,·  · Quán bar,"3,7",-955,113 Bùi Viện,Ngồi bar đối diện.
Bam Bam,· Quán bar,"4,5","(2,2 N)",41-43 Nam Kỳ Khởi Nghĩa,"Bartender dễ thương, đẹp trai."
Monkee Shisha House - The One & Only Healing lounge,· Quán bar Hookah,"4,9","(1,4 N)",45 Trần Hưng Đạo,"Lounge không gian khá riêng tư, a DJ đánh nhạc hay."
Gammer Beer,·  · Bar thể thao,"4,2","(2,5 N)",107 Pasteur,"Beer ngon, đồ ăn ngon"
The Alley Cocktail Bar & Kitchen,·  · Quán bar cocktail,"4,6",-834,63/8 Pasteur,Cocktail ngon đặc biệt là các ly signature.
Catwalk Night Spot,·  · Hộp đêm,"4,1",-366,76 Lê Lai,Chỉ có nghe nhạc là ok.
S PUB,· Quán bar,"4,9",-33,25 Bùi Viện,Bóng bay và những vũ công tuyệt vời
Amber Lounge: Live Music Bar District 1 (Ground Floor) - DJ Club (First Floor),· Quán bar,"4,9",-499,64 Đ. Tôn Thất Thiệp,"Quá hay, nên ghé để nghe live music"
Frolic Bar,·  · Quán bar cho người đồng tính,"4,6",-436,151 Đề Thám,"Frolic là quán bar gay, rất đông vui."
Firkin Bar,·  · Quán bar cocktail,"4,7",-715,20 Mạc Thị Bưởi,"Bartender siêu dễ thương, nước siêu ngon ."
Snuffbox,·  · Quán bar cocktail,"4,5",-730,14 Tôn Thất Đạm,Cũng ok nhưng bar bị nóng với hơi bí
Kim's Tavern Girl Bar Saigon,·  · Quán bar,"4,8",-556,20 Huỳnh Thúc Kháng,"Good bar, nice service."
Master Club,· Quán bar cocktail,"4,9",-37,134 Nguyễn Thái Học,"Nhạc hay , không khí náo nhiệt"
MixTape Drinks,· Quán bia,"4,7",-177,40 Đặng Thị Nhu,"Nên gọi tacos nha, mình gọi 5 vị thì tất cả đều ổn."
Ocean Bar & Lounge,· Quán bar,"4,0",-87,45 Bùi Viện,Tầm gần 19:00 sẽ có ban nhạc hát live.
86 Phố Tây,· Quán bar cocktail,"3,6",-437,88-86 Bùi Viện,"""7.5đ
gần beer  nên nhạc xập xình"""
LOST IN SAIGON,·  · Quán bar,"3,9",-322,60-62 Bùi Viện,"chuyên hát nhạc rock, nvien dthg"
Mooneys Saigon,· Quán bar,"4,8",-181,Hẻm 40 Bùi Viện,"Tuyệt vời , không gian như 1c gia đình nhỏ v"
Belgo,·  · Nhà hàng,"4,5","(2,2 N)",159A Nguyễn Văn Thủ,Plenty of beers to try with good foods.
The Hungry Pig,·  · Món nướng,"4,7","(1,5 N)",40/24 Bùi Viện,"Cherry BBQ burger và sandwich Hogwarts ngon, Veggy no pig nhạt."
PK Maltroom,· Quán bar,"4,8",-249,8A Đặng Tất,"Quán bar cocktails chill, đa dạng các thể loại rượu."
Hangover Bar,· Quán bar,"4,7",-340,149 Tôn Thất Đạm,Tốt dịch vụ và nhạc hay
Bar Empire 8 Nguyễn Văn Tráng,· Quán bar,"4,3",-72,QMCR+5V,
The Pub,· Quán bar,"4,3",-148,54 - 56 Pasteur,"Đặc biệt mình thấy happy hours ở đây cực ổn, chỉ 35k/bia."
The Arth Saigon,· Quầy giải khát,"4,3",-339,222 Nguyễn Công Trứ,"Lovely place, friendly staff, absolutely fabulous drinks ."
Crazy Night,· Quán bar,"3,3",-315,208 Bùi Viện,Decor mang tinh thần ngày lễ nhưng đồ uống và nhạc khá bình thường
419.Cocktails & Cine Bar,· Quán bar cocktail,"4,8",-176,158/6 Nguyễn Công Trứ,"""Bartender rất chiều khách ạ
Cần gì có đó, muốn gì có đó ạ"""
Sky Bar Corner,· Quán bar,"3,9",-132,40B Bùi Viện,Qúy anh chị cần vẽ hóa trang cho lễ halloween thì cứ liên hệ em ạ
BOSIN SAIGON,· Quán bar cocktail,"4,8",-25,6 Bùi Viện,"nhân viên thân thiện , nhạc hay rất đáng để trãi nghiệm , hẹn gặp lại"
Hair Of The Dog,· Quầy giải khát,"4,4",(1 N),194 Bùi Viện,"dj mc ok , dj danh nhạc lên  tới nóc ?"
CLIMB - Hidden Cocktails Bar,· Quán bar cocktail,"4,8",-331,"2F & 3F, 15 Phan Văn Đạt",Rượu ngon quán đẹp Bartender giao tiếp rất tốt với khách
VIET STAR BUFFET CLUB,· Quán bar ca nhạc trực tiếp,"4,4",-181,119 Bùi Viện,Another highlight was the bar’s location.
Knock Knock Restaurant & Bar,· Quán bar,"2,4",-64,136 Bùi Viện,"Đẹp , nhân viên nhiệt tình , nhảy đẹp"
Go2 Wine Bar Saigon - Bùi Viện,· Quán bar,"4,0",-163,187 Đề Thám,địa điểm giải trí độc đáo và sôi động.
In SaiGong,·  · Bar thể thao,"4,4",-428,29 Huỳnh Thúc Kháng,Không khí thoáng mát .
Kingdom Karaoke,·  · Quán bar karaoke,"4,2","(1,8 N)",67-69 Phạm Viết Chánh,Kingdom Karaoke PVC chuan sang – xjn – sach lun.
Whisper Bar & Lounge,· Quán bar cocktail,"5,0",-20,76 Lê Lai,"Nơi gặp gỡ bạn be, đối tác tuyệt vời."
Khu 13,· Quán bar,"4,1",-296,175/22 Phạm Ngũ Lão,Là 1 trong những  nên đến chơi của TP.
Ruby's bar pool and dart,· Quán bar,"4,8",-165,80 Pasteur,Bà chủ nhiệt tình và rất xinh gái ( điểm giải trí đáng để đến)
Champion Sports Bar,· Quán bar,"3,1",-187,3-5-7-9 Bùi Viện,Ký ức tuổi thơ
Big Boss Bistro - District 1,· Bánh mì kẹp,"4,6",-113,45 Trần Hưng Đạo,
Trạm beer craft,· Quán bia,"4,5",-103,59/15B Phạm Viết Chánh,"Beer ngon, trải nghiệm thú vị"
Nông Thôn Đại Việt - The Rice Restaurant,· Nhà hàng,"4,9","(2,4 N)",131 Bùi Viện,Tôi và bạn bè của tôi đã có trải nghiệm tuyệt vời tại nơi đây!
Hooky Pub SG,· Quán bar,"5,0",-4,35 Đỗ Quang Đẩu,"""ok good
khang trang, sạch sẽ
rộng thoáng đẹp, giá ok"""
Nhà Hàng Lúa Đại Việt,· Món ăn Việt Nam,"4,8","(5,7 N)",189 - 191 - 193 Đề Thám,Không gian thoáng mát.
Beer Plaza,· Khu vực phục vụ bia,"4,5",-85,129 Đ. Cống Quỳnh,"36 loại beer, thử từ thấp lên cao, rất ngon"
The Observatory,·  · Quán bar,"3,9",-452,85 Cách Mạng Tháng Tám,Thích hợp cho nhóm đông ng chill chill.
Ghé Coffee - casual specialty café in Saigon,·  · Quán cà phê,"4,9",-343,39/10 Mạc Thị Bưởi,"Địa điểm không gian đẹp dễ chịu, cafe hương vị ngon, highly recommended"
Hoff Coffee Brewers by BeanHop,·  · Quán cà phê,"4,8",-285,42bis Lý Tự Trọng,Ngoài ra còn có các món non-coffee và các loại bánh ăn kèm.
GEM Café,· Quán cà phê,"3,8",-177,8 Nguyễn Bỉnh Khiêm,Mình đang thắc mắc là mặc đồ sang trọng được quan tâm hơn hay sao ??
Refined Saigon,·  · Quán cà phê,"4,8",-182,14 Tôn Thất Đạm,"Vibe chill, cocktail ổn khá dễ uống."
Lost - Drink & Chill,· Quán bar cocktail,"4,6",-390,71/5 Mạc Thị Bưởi,"Một nơi khá lý tưởng để ghé chill chill, loại bỏ stress này kia."
GEM Center,· Trung tâm hội nghị,"4,5","(6,7 N)",8 Nguyễn Bỉnh Khiêm,Đánh giá chung thì  là địa điểm chọn để tổ chức sự kiện khá tốt.
Secret Garden Restaurant,·  · Món ăn Việt Nam,"4,1","(4,6 N)",158 Pasteur,Nhân viên của Secret Garden rất chuyên nghiệp và ít tính cách thân thiện.
Hybrid Saigon,· Quán bar cocktail,"4,9",-143,57 Nguyễn Du,"Quán đẹp, dịch vụ ok, happy hour khá lợi để trải nghiệm."
The ATM Cocktail Bar & Kitchen,· Quán bar cocktail,"4,7",-331,27/10 Nguyễn Bỉnh Khiêm,Trên lầu chưa lên nhưng là khôn gian dành riêng cho khách hút xì gà.
Tonkin Specialty Coffee,·  · Quán cà phê,"4,9","(3,6 N)",91 Lý Tự Trọng,Thêm một tiệm  cafe vào list quán cafe tủ!
P Room,· Quán bar cocktail,"4,7",-45,"4th Floor, 42 Nguyễn Huệ",
Dot Bar Drinkery & Kitchen,· Quán bar cocktail,"4,9",-707,75 Hai Bà Trưng,Quán  bar đáng để trải nghiệm tại sài gòn.
The Balcony Coffee,·  · Quán cà phê,"4,8",-174,26 Lý Tự Trọng,"Rất ấn tượng với món uống vừa ngon vừa đẹp, nên thử bánh tôm nhé"
Things Livingroom,·  · Quán cà phê,"4,5",-346,"chung cư, 14 Tôn Thất Đạm",Cá nhân mình xem quán như .
Hmm.,· Quán bar cocktail,"4,4",-287,85 Pasteur,"Nước uống ngon, không gian đẹp nhưng mở nhạc rất bất ổn mình cho 3 sao."
Stairs Bar,· Quán bar cocktail,"4,9",-127,95/32 Lê Thị Riêng,"Đồ uống ngon, chill , bartender đẹp trai, “linh hoạt”"
Summer Experiment,·  · Quán bar cocktail,"4,9","(1,6 N)",77-79 Lý Tự Trọng,"Good drinks, variety choices, super friendly staff."
Manki True Artisan Cafe,· Quán cà phê,"4,7",-311,42bis Lý Tự Trọng,"Quán đẹp, yên tĩnh, đồ uống ngon."
See'm Coffee & Rooftop Quận 1,·  · Quán cà phê,"4,9",-47,85 Nguyễn Văn Thủ,"nước ngon, nhân viên nhiệt tình, quán view đẹp"
Uyen Coffee & Juice,·  · Quán cà phê,"5,0",-70,256A Đ. Cống Quỳnh,"Quán ngay trung tâm q1, giá rẻ, view đẹp, không gian thoáng mát."
so much closer Vietnam,· Cửa hàng quà tặng,"5,0",-150,90E Thạch Thị Thanh,
adau kitchen,· Nhà hàng,"4,8",-157,70 Hàm Nghi,"Tin được không, món này được lấy ý tưởng từ món bánh xèo thân thuộc."
